HUB,Numero_Tarefa,Nome_Tarefa,Status,Data,Ultima_Chamada
Middleware,undefined,undefined,Atrasada,17/01/2022 23:58:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 00:03:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 00:05:48,undefined
Unilever,undefined,undefined,Normalizada,18/01/2022 00:11:47,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 00:12:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 00:15:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 00:15:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 00:20:47,undefined
Vila Nova,undefined,undefined,Atrasada,18/01/2022 00:23:46,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 00:25:49,undefined
Fabercastell,undefined,undefined,Atrasada,18/01/2022 00:33:47,undefined
Food,undefined,undefined,Parada,18/01/2022 00:34:47,undefined
Fabercastell,undefined,undefined,Normalizada,18/01/2022 00:34:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 00:44:47,undefined
Fabercastell,undefined,undefined,Atrasada,18/01/2022 00:45:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 00:45:48,undefined
Fabercastell,undefined,undefined,Normalizada,18/01/2022 00:47:48,undefined
Unilever,undefined,undefined,Parada,18/01/2022 00:51:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 00:52:47,undefined
Unilever,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Unilever,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Food,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Food,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Nike,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Middleware,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Climate,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Climate,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Fabercastell,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Hersheys,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Mondelez,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Vila Nova,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Loja Perfeita,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Omron,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Cuidado todos os dias,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Cuidado todos os dias,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Cuidado todos os dias,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Cuidado todos os dias,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Cuidado todos os dias,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Josapar,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Josapar,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Josapar,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Josapar,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Josapar,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Coty - Loja do Varejo,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
AbasteceBem,undefined,undefined,Hub com erro,18/01/2022 01:11:06,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 01:11:06,undefined
Unilever,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Unilever,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Food,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Food,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Nike,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Middleware,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Climate,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Climate,undefined,undefined,Atrasada,18/01/2022 01:11:48,undefined
Fabercastell,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Hersheys,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Mondelez,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Vila Nova,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Vila Nova,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Loja Perfeita,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Omron,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Cuidado todos os dias,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Cuidado todos os dias,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Cuidado todos os dias,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Cuidado todos os dias,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Cuidado todos os dias,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Josapar,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Josapar,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Josapar,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Josapar,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Josapar,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Coty - Loja do Varejo,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
AbasteceBem,undefined,undefined,Hub ativo,18/01/2022 01:11:48,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 01:11:48,undefined
Nike,undefined,undefined,Atrasada,18/01/2022 01:15:48,undefined
Nike,undefined,undefined,Normalizada,18/01/2022 01:19:47,undefined
Unilever,undefined,undefined,Parada,18/01/2022 02:58:47,undefined
Vila Nova,undefined,undefined,Atrasada,18/01/2022 03:27:47,undefined
Nike,undefined,undefined,Parada,18/01/2022 03:41:49,undefined
Nike,undefined,undefined,Atrasada,18/01/2022 03:51:47,undefined
Nike,undefined,undefined,Normalizada,18/01/2022 03:53:47,undefined
Loja Perfeita,undefined,undefined,Atrasada,18/01/2022 03:53:47,undefined
Loja Perfeita,undefined,undefined,Atrasada,18/01/2022 03:54:47,undefined
Loja Perfeita,undefined,undefined,Atrasada,18/01/2022 03:55:47,undefined
Loja Perfeita,undefined,undefined,Atrasada,18/01/2022 03:55:47,undefined
Loja Perfeita,undefined,undefined,Atrasada,18/01/2022 03:58:47,undefined
Unilever,undefined,undefined,Normalizada,18/01/2022 04:00:47,undefined
Unilever,undefined,undefined,Normalizada,18/01/2022 04:00:47,undefined
Nike,undefined,undefined,Normalizada,18/01/2022 04:00:47,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 04:01:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 04:01:47,undefined
Climate,undefined,undefined,Normalizada,18/01/2022 04:02:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 04:03:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 04:03:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 04:03:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 04:03:47,undefined
Food,undefined,undefined,Atrasada,18/01/2022 04:11:47,undefined
Vila Nova,undefined,undefined,Atrasada,18/01/2022 04:11:47,undefined
Climate,undefined,undefined,Atrasada,18/01/2022 04:13:46,undefined
Coty - Loja do Varejo,undefined,undefined,Atrasada,18/01/2022 04:14:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 04:20:47,undefined
Unilever,undefined,undefined,Parada,18/01/2022 04:40:47,undefined
Nike,undefined,undefined,Atrasada,18/01/2022 04:53:47,undefined
Loja Perfeita,undefined,undefined,Normalizada,18/01/2022 05:08:47,undefined
Loja Perfeita,undefined,undefined,Normalizada,18/01/2022 05:09:46,undefined
Loja Perfeita,undefined,undefined,Normalizada,18/01/2022 05:09:46,undefined
Loja Perfeita,undefined,undefined,Normalizada,18/01/2022 05:09:46,undefined
Loja Perfeita,undefined,undefined,Atrasada,18/01/2022 05:19:47,undefined
Loja Perfeita,undefined,undefined,Atrasada,18/01/2022 05:19:47,undefined
Loja Perfeita,undefined,undefined,Atrasada,18/01/2022 05:19:47,undefined
Loja Perfeita,undefined,undefined,Atrasada,18/01/2022 05:19:47,undefined
Nike,undefined,undefined,Atrasada,18/01/2022 06:01:46,undefined
Loja Perfeita,undefined,undefined,Normalizada,18/01/2022 06:38:47,undefined
Loja Perfeita,undefined,undefined,Normalizada,18/01/2022 06:39:47,undefined
Loja Perfeita,undefined,undefined,Normalizada,18/01/2022 06:39:47,undefined
Loja Perfeita,undefined,undefined,Normalizada,18/01/2022 06:39:47,undefined
Loja Perfeita,undefined,undefined,Normalizada,18/01/2022 06:39:47,undefined
Nike,undefined,undefined,Normalizada,18/01/2022 06:49:46,undefined
Unilever,undefined,undefined,Parada,18/01/2022 06:57:47,undefined
Food,undefined,undefined,Atrasada,18/01/2022 07:08:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 07:11:47,undefined
Food,undefined,undefined,Parada,18/01/2022 07:15:47,undefined
Food,undefined,undefined,Atrasada,18/01/2022 07:21:47,undefined
Unilever,undefined,undefined,Normalizada,18/01/2022 07:24:48,undefined
Unilever,undefined,undefined,Normalizada,18/01/2022 07:24:48,undefined
Food,undefined,undefined,Normalizada,18/01/2022 07:24:48,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 07:24:48,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 07:24:48,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 07:27:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 07:33:47,undefined
Vila Nova,undefined,undefined,Atrasada,18/01/2022 07:35:48,undefined
Food,undefined,undefined,Parada,18/01/2022 07:36:48,undefined
Coty - Loja do Varejo,undefined,undefined,Atrasada,18/01/2022 07:37:49,undefined
Food,undefined,undefined,Atrasada,18/01/2022 07:44:46,undefined
Food,undefined,undefined,Normalizada,18/01/2022 08:03:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 08:03:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 08:04:47,undefined
Unilever,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Food,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Nike,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Nike,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Middleware,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Climate,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Climate,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Fabercastell,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Hersheys,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Mondelez,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Vila Nova,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Loja Perfeita,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Omron,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Cuidado todos os dias,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Cuidado todos os dias,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Cuidado todos os dias,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Cuidado todos os dias,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Cuidado todos os dias,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Josapar,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Josapar,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Josapar,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Josapar,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Josapar,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Coty - Loja do Varejo,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
AbasteceBem,undefined,undefined,Hub com erro,18/01/2022 08:10:40,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 08:10:40,undefined
Unilever,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Nike,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Food,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Nike,undefined,undefined,Atrasada,18/01/2022 08:11:47,undefined
Middleware,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Climate,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Climate,undefined,undefined,Atrasada,18/01/2022 08:11:47,undefined
Fabercastell,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Hersheys,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Mondelez,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Vila Nova,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Vila Nova,undefined,undefined,Atrasada,18/01/2022 08:11:47,undefined
Loja Perfeita,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Omron,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Cuidado todos os dias,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Cuidado todos os dias,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Cuidado todos os dias,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Cuidado todos os dias,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Cuidado todos os dias,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Josapar,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Josapar,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Josapar,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Josapar,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Josapar,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Coty - Loja do Varejo,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
AbasteceBem,undefined,undefined,Hub ativo,18/01/2022 08:11:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 08:11:47,undefined
Food,undefined,undefined,Atrasada,18/01/2022 08:14:48,undefined
Food,undefined,undefined,Normalizada,18/01/2022 08:27:47,undefined
Food,undefined,undefined,Atrasada,18/01/2022 08:36:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 08:36:47,undefined
Food,undefined,undefined,Atrasada,18/01/2022 08:37:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 08:37:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 08:38:50,undefined
Unilever,undefined,undefined,Parada,18/01/2022 08:43:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 08:48:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 08:50:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 08:51:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 09:02:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 09:05:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 09:15:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 09:17:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 09:24:48,undefined
Food,undefined,undefined,Atrasada,18/01/2022 09:25:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 09:26:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 09:27:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 09:30:49,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 09:30:49,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 09:30:49,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 09:31:47,undefined
Vila Nova,undefined,undefined,Atrasada,18/01/2022 09:34:46,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 09:35:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 09:36:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 09:42:48,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 09:44:47,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 09:44:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 09:46:47,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 09:46:47,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 09:47:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 09:53:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 09:57:47,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 10:00:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 10:01:48,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 10:07:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 10:10:48,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 10:10:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 10:11:48,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 10:18:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 10:19:49,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 10:19:49,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 10:21:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 10:29:47,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 10:30:47,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 10:31:47,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 10:32:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 10:36:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 10:37:47,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 10:42:47,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 10:42:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 10:46:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 10:47:47,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 10:51:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 10:52:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 10:55:48,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 10:58:47,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 10:59:47,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 11:02:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 11:03:49,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 11:03:49,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 11:05:47,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 11:10:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 11:13:47,undefined
Mondelez,undefined,undefined,Atrasada,18/01/2022 11:13:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 11:14:46,undefined
Mondelez,undefined,undefined,Normalizada,18/01/2022 11:21:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 11:24:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 11:31:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 11:32:47,undefined
Vila Nova,undefined,undefined,Atrasada,18/01/2022 11:37:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 11:41:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 11:42:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 11:50:47,undefined
Nike,undefined,undefined,Atrasada,18/01/2022 11:55:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 12:00:46,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 12:00:46,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 12:08:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 12:11:47,undefined
Nike,undefined,undefined,Normalizada,18/01/2022 12:15:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 12:18:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 12:25:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 12:34:46,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 12:36:48,undefined
Middleware,undefined,undefined,Parada,18/01/2022 12:36:48,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 12:43:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 12:44:47,undefined
Unilever,undefined,undefined,Normalizada,18/01/2022 12:45:48,undefined
Nike,undefined,undefined,Normalizada,18/01/2022 12:46:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 12:46:47,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 12:46:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 12:47:47,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 12:47:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 12:47:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 12:47:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 12:47:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 12:47:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,18/01/2022 12:47:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 12:56:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 12:57:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 12:57:47,undefined
Vila Nova,undefined,undefined,Atrasada,18/01/2022 12:57:47,undefined
Coty - Loja do Varejo,undefined,undefined,Atrasada,18/01/2022 12:58:46,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 12:59:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 13:00:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 13:16:48,undefined
Unilever,undefined,undefined,Parada,18/01/2022 13:25:47,undefined
Food,undefined,undefined,Atrasada,18/01/2022 13:26:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 13:27:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 13:30:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 13:44:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 13:54:48,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,18/01/2022 13:57:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 14:09:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 14:19:47,undefined
